,text,label
19938,Рутуб заработал!!! Ура! Спасибо за работу!,позитивная
16571,ПРИЛОЖЕНИЕ ТОП,позитивная
1482,Спасибо.Любим Этот город.,позитивная
13893,"Почему я что не могу посмотреть? Раздражает очень сильно
",негативная
11190,Стримы ,мусор
27478,Приложение открывается но ничего не прогружается. Крутится загрузка и все.,негативная
12600,"все понравилось, очень хорошо что есть эта платформа",позитивная
4418,💫👍,позитивная
28485,"Невозможно что-то посмотреть, постоянные зависания, пропадает звук, видео не грузятся",негативная
23750,"Спасибо за ответ на отзыв «4 звезды. Всё идеально, кроме кол-ва лайков и просмотров. Их попросту нет. Как это включить? Спасибо за внимание, если оно будет» Быстро ответили. Не могу просто найти именно студии в телефоне. Не могу редачить свое видео, смотреть кол-во лайков и просмотров в студии через телефон. Через комп еще не проверял, может Вы про компьютерную версию пишите? Спасибо",нейтральная
21788,"Приложение класс, вообще без лагов все прогружает. Как я вижу очень постарались над оптимизацией все просто летает. Надеюсь будет больше эксклюзивных сериалов/аниме/фильмов именно в вашем приложении. Желаю удачи, думаю однажды у вас получится сначало догнать, а потом и вовсе обогнать ютуб.",позитивная
20985,Стало гораздо лучше и удобнее. Молодцы,позитивная
28437,"Как насчёт того, чтобы поработать над производительностью, а не косметическими элементами приложениЯ?",негативная
25768,Так и криво-косо с вылетами работает трансляция видео на СмартТВ и Хромкаст,негативная
15205,Много непонятного в использовании. Как например удалить историю просмотра,негативная
23050,Здравствуйте разработчики а вы можете обновить рутуб чтобы слабые устройства тоже можно смотреть а так рутуб хорош,нейтральная
464,Все ок,нейтральная
5691,новости ВСЕ идут с большим опозданием и СЛИШКОМ МНОГО РЕКЛАМЫ,негативная
16725,"Классно что наши делают приложения, молодцы ребята! Есть так же и куда расти. Например, можно сделать авто подстроку видео под экран, а то поля все время в ручную приходиться убирать. Ещё чтобы на перемотке не приходилось искать ползунок, а сразу на отрезке выбирать момент куда нужно перемотать. Спасибо за классное приложение!)",нейтральная
11696,"Это даже и не ютуб, но круче чем он. ВЫ САМАЯ ЛУЧШАЯ КОМПАНИЯ НА СВЕТЕ!!!",позитивная
20157,"После обновления не работает в фоновом режиме, не удобно включать меню и пользоваться клавиатурой для набора текста. Спасибо за быстрый ответ на отзыв. Удалила, установила заново, всё работает отлично как раньше.",негативная
9869,Всё ,мусор
1744,"все ок
",нейтральная
19181,"Добавили лайки за это 5 звёзд, НО сделайте шортс как на ютубе",нейтральная
9008,Нашел всё быстро,позитивная
23625,Не грузит,негативная
23353,"Реклама!!!! Вы что творите??? Ролик идёт 10 минут, в него затолкали 5 рекламных роликов, которые идут до конца, их даже нельзя пропустить. Бред !!! Придется удалять! Смотреть невозможно, только ваша реклама!!! Мусор сплошной!",негативная
18757,"Дорогие разработчики! Я рад что вы давно выпустили это приложение. С помощью него года через 2 я смогу зарабатывать, т.к. Ютуб могут заблокировать на территории РФ, и всё перейдут на ваше приложение. Удачи в дальнейших обновлениях приложения.",позитивная
28548,"Отвратительное приложение и его возможности. Для просмотра через приложение на тв, надо каждый раз авторизовываться по новой. КАЖДЫЙ РАЗ при новом включении телека.
Приложение не умеет адекватно и стабильно сохранять тайминг просмотра видео, 50/50 сохранит или не сохранит - никто не знает. 
Частые вылеты приложений как на телевизоре так и на телефоне. А рейтинг так вообще по отзывами ""накрученный"" 
До хорошего аналога видеосервиса/видеохостинга - еще очень и очень далеко. 
1/10",негативная
27879,"Товарищи, а будут короткие форматы роликов? Они как бы есть и сейчас, но листать их неудобно… Перефразирую, будут ли шортсы в том формате воспроизведения как на YT?",нейтральная
11766,наконец то все ок,нейтральная
12153,"качество видео, время выхода видео",нейтральная
11045,Сделать цветной индикатор для распознания просмотренных видео,негативная
24244,"Проблемы при просмотре Рутюб на смарт ТВ (на андройд ТВ). Некоторые видео начинают тормозить и приложение просто вылетает(( очень это мешает и напрягает, большая просьба разберитесь с этим.",негативная
17042,До ютуба как до луны..как минимум),негативная
6204,Скорость,мусор
12809,удобство,позитивная
14278,Рутюб молодец. Работает чётко и слажено. Всё понятно и не надо искать не зная чего.,позитивная
12907,личный кабинет для автора,нейтральная
1449,Без проблем зарегистрировалась,позитивная
5972,А4,мусор
24591,"Каналы России исчезли текст "" у вас включен ВПН , отключите его "" Хотя у меня нету такого приложения Коротко: надоели проблемы, 2 раза перескачивал, 3-й раз не буду чао бамбино.",негативная
4564,Просто,позитивная
24827,"Хорошее приложение, но сделайте так, чтобы можно было: Удалять свои видео, изменять описании в своих видео, удалять свои комментарии, уменьшать время видео",нейтральная
21524,"норм приложение, но надо бы доработать, ответы на комментарии сделать и вообще чтоб с ними как-то можно было работать",негативная
24923,Тугое приложение работает с осложнением.,негативная
15982,норм,нейтральная
22856,Когда вы уже эти цветочки уберете с ярлыка!? Вылетает ещё из аккаунта периодически,негативная
6409,Выдают все подряд вместо четкого запроса,негативная
15728,соответствие количества просмотров и часов на главной странице Студии и в разделе Аналитика,нейтральная
2057,Быстро и нет лишних действий. ,позитивная
18557,"Алло дауны и рукожопы, какого х*я приложение вылетает на андроид тв? С*ки кривожо*ые",негативная
18252,"Меняю отзыв, это уже ниже плинтуса. Мне впизивать нацисовт в своем сервисе? Блокируете видео без разбора и ещё какие то справки требуете с владельцев канала? Люди переходят к вам и вы им вешает банипо требованию нациской организации! Вы вообще с думаете что делаете? И эта ваша проблема с выходом из аккаунта как в браузере, так и в приложении. Забрало по 100 раз заходить. Удаляю, веры в этот сервис нету!",негативная
19452,На днях июль 23го поставил себе рутюб. И что я вижу. Он в чём-то даже лучше ютюба. Можно паралельно работать в других приложениях и смотреть. Мало того можно заблокировать телефон и слушать передачу. Отлично запилили. Плохо только что мало каналов ещё в нём.,нейтральная
27883,Крутое приложение,позитивная
16676,"Хуэта, поисковик это просто ппц.",негативная
4608,"Отлично, спасибо!",позитивная
16436,Нацеленность на развитие и больший обхват аудитории.,нейтральная
19442,Сильно заморочено.,негативная
2023,простота,позитивная
3629,"Потрясающе
",позитивная
7434,"По поиску не выдаёт нужную
Информацию ",негативная
8978,"Better than YouTube 
",мусор
24135,"Пол дня проходил регистрацию. По десять раз писал, что я не робот. В микроскоп разглядывал контрольные слова.",негативная
16720,Отвратительный поиск и выдача контента.,негативная
8508,ВЫ,мусор
15472,Ртр Планета и Россия 24 куда изчезли из онлейн?,нейтральная
28203,"Работает с горем пополам. Чаще всего, не работает совсем. Во-первых, вылетает уведомление, что, якобы, нет подключения к интернету, хотя оно есть, и другие приложения работают. Во-вторых, в последнее время стало ну слишком много рекламы.. Сами ролики грузятся с трудом, из-за чего сложно насладиться просмотром, а тут ещё и куча рекламы. Если бы не пара шоу, чьи выпуски выходят на данной платформе, не пользовалась бы совсем данным приложением, да и сайтом тоже.",негативная
17329,Медлиная загрузка.,негативная
15428,Кода мобильное приложение допилите? Вас Вконтактик скоро на вираже обойдет. Позорники.,негативная
17547,"RUTUBE ХОРОШИЙ ВИДЕОХОСТИНГ, ОТЛИЧНАЯ АЛЬТЕРНАТИВА YOUTUBE,ПОЛЬЗУЮСЬ RUTUBE С ОГРОМНЫМ УДОВОЛЬСТВИЕМ И ВСЕМ СОВЕТУЮ! 👍",позитивная
15705,Через телефон вообще не возможно,негативная
15113,"Всё в куче, рассеивает внимание и как бы ничего не хочется смотреть , именно на этой странице. Нужно классифицировать.",негативная
398,UJDYJ,мусор
14792,Ведущий Тарик,мусор
13222,Я новичок,нейтральная
23323,"На смартфоне рутуб стабильнее чем ютуб. Считаю, это значительно перевешивает все недостатки, пусть они и требуют доработки (например, комментарии). Мои авации тем, кто занимается оптимизацией приложения! Я давно не видела столь мягкую и ненапряжную прогрузку интерфейса и видео.",позитивная
1253,Всё хорошо,позитивная
24915,"Помню давно смотрел на вашей площадке. Вот сейчас в связи с обстоятельствами вернулся. Всё очень красиво, и хорошо, но есть огромная просьба к разработчикам - сделать плей листы на каналах. Гоблина с ютуба удалили и сложно находить интересующие видио, очень благодарен разработчикам и поддерживаю разработку, был бы очень рад введению плей листов. Спасибо! Не ожидал, что мне ответят, так ещё и исполнят! Дополняю отзыв и теперь 5 звëзд, огромное спасибо за работу с плей листами стало отлично!",негативная
12904,MUY MALO POR EL MOMENTO NO CARGAN MIS VIDEOS DE MUSICA Y ESTA MUY LENTO PARA  amérika latina,мусор
21289,Прекрасно.,позитивная
1240,ОК,нейтральная
15700,все,мусор
13210,"Наша платформа, не вражеская!",позитивная
14860,Офигенно просто качество Вау,позитивная
26177,Хорошее и удобное приложение,позитивная
894,мои требования,мусор
28921,"Отредактируйте этот момент, а то при запуске видео, пишет, что видео было загружено «только что»",негативная
13306,перемоткаи на весь экран не работает,негативная
21859,"В целом приложение хорошее. Есть и караоке 🎤👍 но наша система не дружит с рутубом,причём остальные сайты видит. Сегодня хотела зайти в приложение , но оказывается я вышла из аккаунта, хотя я не выходила. Сбой? Неприятно🤔А так очень даже неплохо, не хуже Ютуба. Молодцы ребята 👍👍👍👍👍",нейтральная
198,"вообще не проигрывает! крутится колесо и все и видео не работает 
",негативная
20425,"Что за баг при регистрации, и входе, вводишь номер телефона, пишет ; такого аккаунта не существует зарегистрируйтесь, начинаешь регистрироваться, пишет такой аккаунт существует, войдите. Не зарегистрироваться и не войти.",негативная
10553,все,мусор
19449,Перешел с ютуба. Спасибо,нейтральная
3376,организованность ,мусор
14294,Информация,мусор
19241,"а куда исчезла кнопка трансляции видеопотока на смарт тв в приложухе смартфона под андроид? оба устройства в одной WIFI сетке, везде авторизация имеется, раньше все работало, а щас тупо нет кнопки в интерфейсе плеере в приложухе.",негативная
6178,Не работает ,негативная
28614,"Не самое удобное приложение, так еще и с постоянными проблемами. Видео удается посмотреть день через день.",негативная
28240,"Почему приложение плохо работает? Невозможно!!!!! Загружает видео на 2-3 сек и все, дальше зависает. Я сначала грешила на интернет, но любое другое приложение работает отлично. Да и в принципе интернет нормальный. Косяк жуткий. Исправьте",негативная
24759,"По началу низко оценивал приложение. Но, протестировав другие приложения. Все-таки поставил крепкую четвёрку. Единственный вопрос к вам, ребята. Когда видео проигрывается в авторежиме, оно замирает. Приходится ставить 480 пи. Тогда норм не тормозит. Почините, пожалуйста.",нейтральная
6449,"Нет оффициальных блогеров, рутуб СССР какой-то
",негативная
7729,супер,позитивная
16185,модерацию,мусор
1713,==============,мусор
9360,Постоянно надо входить в аккаунт,негативная
11428,битва сильнейших экстрасенсов,мусор
27895,"Каждый раз при открытии приложения Галустян и всякое быдло… просто кринж, не могу из-за этого перебороть себя и считать это альтернативой YT, контент не тот.",негативная
1821,Отлично,позитивная
26719,Очень нравится!!!!!,позитивная
6846,Параша,негативная
11757,Не засилие рекламы,позитивная
19704,"Приложение работает из проблем, советую.",позитивная
19155,Рутуб почему за не плохие слова дают страйк?,нейтральная
6385,Все полностью . иногда захожу и вижу что живут на распиле госбюджета,мусор
20808,"Лучший аналог Ютуба от русских разработчиков. Очень большие темпы развития видно за последние 2 года, есть много откровенных косяков, но они стремительно исправляются. Ютуб скоро блокнот, на вас вся надежда",позитивная
24000,"Доступ к некоторым программам типа ""Маски ""недоступен по территориальному признаку? Пишет, что контент недоступен в вашем регионе или у вас включен VPN. Но VPN отключен. И ещё невозможно синхронизировать телевизор со смарт ТВ со смартфоном . Раньше возможно. В телевизоре код состоит из шести цифр, а в смартфоне, сканируя ссылку с экрана телевизора, запрашивает из четырёх. Причём присылает четырёхзначный код,запрашивая номер телефона или электронную почту, который не вносится всё равно.",негативная
6641,"Подборка серий непонятно как составлена. Заходишь в плей-лист, а там нет половины серий, которые так-то на рутубе есть ",негативная
28800,"Очень-очень медленно грузит видео перед просмотром, ютуб быстрее намного. Часто вылетает во время просмотра. Приходится закрывать-открывать приложение. При перемотке тоже зависает и в итоге Очень медленно перематывает. Хотелось бы такой же скорости воспроизведения, как в ютубе, чтобы не было зависаний.",негативная
12378,"Давайте уже, развивайте нормально платформу.",негативная
26409,Отличное приложение,позитивная
23422,"По сравнению с тем что было на 24.02.22 стало лучше, но есть куда рости!",позитивная
13254,нет запрета на использование музыкального материала,негативная
14498,Круто ,позитивная
23857,Здравствуйте дорогие разработчики платформа не плохая! Но ролики ужасные когда ты включил любое видео картинка зависает но звук идет вы что со всем? У вас есть Ютуб? Зайдите и посмотрите как там надо все делать! Так что ещё если поставил на паузу видео ты нажал продолжить просмотр а оно сначала начинает показывать короче вы тупые мрази и ещё если перематываешь ролики то одна реклама ее уйма в приложении! Не советую! Да Ютуб тоже не идеален но он такого не вытворяет.,негативная
17641,"Так и не стал заменой YouTube. Очень слабо. На телевизоре LG постоянно выбрасывает из учетки, а войти довольно проблемотично.",негативная
19401,"Господи боже я вас умоляю ! Просто сделайте для смарт тв уже простую функцию очистить экран от интерфейса одним нажатием кнопки ""назад"" !!!! Ты хочешь очистить экран и смотреть видео . нажимаешь назад и думаешь что сейчас все исчезнет как и в сотнях плееров для видео , но нет он закрывает сразу видео !!!! Уже давным давно все придумано ! Просто сделайте что бы одно нажатие кнопки назад убирало интерфейс ! Только из за этого не смотрю бесячий рутюб !!!!!",негативная
27517,"Разрабам , не сохраняет авторизацию аккаунта , и в телевизоре авторизации хватило на минуту , какой то рандом добавьте в рекомендацию , одно и тоже висит днями , раздел «детям»  на телике странные , толкайте мультики в первую очередь , блогеры пока сырые , и следующее видео должно быть или с того же канала или похожее , а начинает какой то артхаус из слайдов показывать , опять же из-за вылета аккаунта все максимально странно , не подписаться , ни запоминания интересов",негативная
17865,"Хорошо работает по сравнению с тем, что было раньше, но нужно ускорятся. Комментарии, рекомендации, алгоритмы!",позитивная
7107,"Нет фильтра
",негативная
12841,"Пожалуйста принимайте меры по улучшению рутуба и облегчению его.  И еще почему мобильная версия тоже как туфта сделайте как в ютубе вроде бы мы не как не отстаем от них  а вы как леньтяи ничего не хотите делать.
",негативная
81,"если дали код, то зачем прошлогодний высветился? Его я и ввела, теперь не могу зайти",негативная
14443,dct,мусор
25493,"На приставке выдает qr, который сканирую, переходит в приложение... и где там код вводить? Ну что за ..",негативная
20536,Нормально,нейтральная
1045,Текст не должен быть мелким шрифтом,негативная
19016,"Ваше бездарное приложение не грузит видео нормально. С интернетом всё хорошо, но рутуб не хочет загружать видео, в коментариях к видео люди тоже об этом пишут, следовательно не я один такой",негативная
8371,Krasno,мусор
4928,"быстро, просто",позитивная
16331,скорость загрузки.,нейтральная
10319,Адрессный ответ.Смайлики-эмодзи в браузере,нейтральная
27613,"Постоянно какие-то проблемы, не стабильности, баги. Вы делаете приложение для нашей аудитории, но при этом нет даже малейшего намека на действительно отличную проделанную работу. Комфорта никакого, удобства тоже. Зачем тогда что-то создавать, если не можете довести начатое до нормального уровня.",негативная
24926,#верните импровизацию,негативная
18666,Всё вроде очень даже не плохо. Огромная просьба разработчикам сделайте пожалуйста чтобы приложения во время воспроизведения видео можно было полностью свернуть и чтобы только звук транслировался.,негативная
6033,Не то ,негативная
28374,Все отлично 👍,позитивная
19755,"Приложение шик, битву экстрасенсов смотрю с удовольствием",позитивная
4726,"Сама программа,не шоу",мусор
25325,"В настройках не запоминается качество воспроизведения, приходится каждое видео настраивать заново. После каждого обновления слетает регестрация ! Настроек приложения почти нет!!! Разработчик всем поддакивает и ничего не делает!!!",негативная
21642,Прогресс,нейтральная
264,dhtvz,мусор
22849,Что поделать любимый ютюбе О забросил ютюб. +Закрывают его.,мусор
9592,"Подключенные устройства, в приложении их нет, на сайт заходить крайне не удобно",негативная
9394,Каждый раз приходится вводить код с помощью смартфона.что за танцы с бубном у шамана ,негативная
12016,"Отсутствие рекламы, наличие фильмов ",позитивная
8866,Отсутствие рекламы,позитивная
12354,ШОУ ПАШИ ВОЛИ ХОРОШЕЕ СТАБИЛЬНОЕ И ИНТЕРЕСНОЕ  ПАША ВОЛЯ И СОБОЛЕВ ХОРОШИЙ КОНТЕНТ    ЛИГА ГОРОДОВ  ЖДЕМ ВСЕВРЕМЯ ВЫПУСКИ ....И КОНФЕТКУ  СМОТРЕЛИ ....,мусор
7247,отключить такую частую рекламу,негативная
1741,Понравилось,позитивная
17534,"Отлично приложение есть и хорошее видео есть и шлак, но где сейчас шлака нет. Можно отдать и залипать в нем.",позитивная
11629,"класснр, реклама без звука ",позитивная
21857,Ладно смерюсь преложение хорошее,позитивная
6361,Поиск,мусор
28357,"Почему  в приложении для смарт тв, не возможно подписаться на канал?! Нет иконки подписки?! Нет истории просмотров?! Ума не хватает, сделать по человечески?!",негативная
5658,ерунда какая-то,негативная
3695,"быстро , чётко",позитивная
3228,"П. Маловский, Баунтовский район, Бурятия. 
Понравилось содержание материала. ",позитивная
25393,Пр вложение отстой хотел найти сериал он не нашёл,негативная
702,все норма,нейтральная
10141,Всё,мусор
19360,"Далой YouTube, давай наше родное 💪",позитивная
9972,"Нужна возможность ставить ролики в плейлист. Убрать контент с гос каналов который из всех щелей. Нужно больше авторского контента. Складывается впечатление что это онлан кинотеатр, потому что мало реальных видео от авторов.",негативная
27768,"Отличное приложение для просмотра видео. Удобный интерфейс, отличное расположение панели управления.",позитивная
12434,все нравится отличный сайт ,позитивная
23800,"Здравствуйте, в приложение есть такие недостатки как если ты не заходишь на аккаунт то у тебя с него выходит:( ещё я хотел посмотреть что-то у меня просто вылетело, также большая потребность к интернету, не для мобильных а если хочешь посмотреть на мобильном интернете то качество 144| прошу исправить все эти баги и недочёты.",негативная
12944,Изменить модерацию. Черезчур не хочет Рутуб пропускать видео с авторским правом,негативная
149,иди нах,негативная
11881,Отсутствие рекламы ,позитивная
20635,Круто,позитивная
13696,все темы,нейтральная
2020,класс,позитивная
27448,"Тот же ютуб грузит хорошо с одной палкой сети, а рутуб же требует перезагрузки через каждые 3 минуты видео.",негативная
27718,👍🏾👍🏾,позитивная
27949,Класс,позитивная
10748,Рутуб на ТВ. Невозможно что-то найти через поисковик. Приходится смотреть что-то на телефоне ,негативная
14540,"доброта и любовь несмотря ни на что,,,",мусор
9164,быстрее надо модерировать,негативная
21475,"5 за само приложение, -1 постоянно вылетает профиль, -1 не погружается при 3G или низких показателях 4G. Ютуб при таком работает без задержках и нормальном качестве. Вот вам ваши три балла.",негативная
7251,"Удалить рутуб
",негативная
11153,"Много рекламы, иногда приходиться перезагружать страницу потому что зависает видео",негативная
11903,Все,мусор
18941,"Просто отвратительно,хуже я ещё платформы не встречал",негативная
2010,Всем выступающим огромное спасибо! ,мусор
1653,Быстро!,позитивная
9509,Очень сложно и лагает ,негативная
21686,Норм приложение. Оперативная техподдержка. Есть к чему стремиться.,нейтральная
23959,"В целом хорошо. А почему на андроид тв не все федеральные каналы, а те которые есть не все работают?",нейтральная
2281,"Быстро, просто",позитивная
14856,Всё,мусор
21590,Есть видоси интересные которых нет на Ютубе,позитивная
10389,Очень много мб ждёте. Жаль в ютубе нет видосов,негативная
24679,"Очень и очень недурно. Отличная, отечественная альтернатива известному видеоресурсу. Реально не ожидал... Быстрое приложение, отличный дизайн, всё удобно! У меня слабый телефон, но приложение отлично работает. Мне понравилось.",позитивная
16026,"Жесткая цензура видео. Платформа с ограниченным функционалом
",негативная
12419,vse!,мусор
20031,"Самое тупорылое приложение, тупее только госуслуги",негативная
13136,Класс!,позитивная
25608,"можно сделать так, чтобы меню убиралось не через 7 секунд, абыстрее,как в Ютубе, не виден текст внизу",негативная
25564,"Очень много недоработок,как же печально",негативная
921,Hbb b,мусор
8012,"убрать рекламу
",негативная
21979,Почему постоянно вылетает профиль после обновления и сотвественно по новой вспоминать на кого был подписан и на кой мне в нагрузку мне собственный канал если я только смотрю других,негативная
22727,"Каждые 2 минуты реклама? Вы серьезно? Вы сначала сервис нормальный сделайте, а потом и рекламу сайте.",негативная
3688,Очень быстро и просто,позитивная
17149,Дддд,мусор
9928,Чтобы загружать видео больше 10 гигабайт,нейтральная
21052,Вполне хорошо!! Так держать!,позитивная
1357,Все хорошо,позитивная
1407,Хорошо,позитивная
14763,НОВОСТИ,мусор
23114,Корявое приложение. Постоянно на телевизоре вылетает из аккаунта.,негативная
5091,Ничнм,мусор
14668,Обсолютно все,мусор
12201,"Большой выбор телепрограмм, фильмов и ненавязчивая реклама.",позитивная
21469,"Глючное приложение: хочет показывает, не хочет - не показывает... Уже и перезагружала, переустанавливала - толку ноль.",негативная
7306,Поиск хуже чем в том же ютубе,негативная
6112,"одна война
",негативная
7994,П-р,мусор
6900,Мешают всплывающие картинки!!! Уберите рекламу.,негативная
23879,"Ну очень сильно зависает, смотреть невозможно",негативная
14093,класно,позитивная
24024,"Добавьте в приложение возможность ответа на чужие комментарии - хочется общаться под видео; добавьте возможность отказа от рекомендованного видео по разным причинам - не нравится, неуместно, и тп. На ""реки"" могу только пожаловаться. Добавьте авторам каналов возможность создавать сообщения для всех подписчиков, таким образом многие проводят опросы своих аудиторий и обмен мнениями. в целом приложение работает стабильно, полная версия хостинга на компе часто подвисает",негативная
22861,Тупая программа. Чтобы посмотреть видео в 12 секунд ждёшь пока пройдут две рекламы по 40-60 секунд каждая. Это тупо рекламный материал,негативная
9675,Постоянно вылетает из профиля. ,негативная
9661,На тв постоянно выкидывает из аккаунта,негативная
19386,Что у вас там постоянно вылетает? Я задолбался каждый раз пароль вводить.,негативная
10045,Всё,мусор
15574,все,мусор
18731,"На телевизоре и на проекторе невозможно смотреть, каждые 3-5 минут вылетает и глючит просто ужасно...",негативная
20399,Хорошо.,позитивная
23493,"Слетает авторизация по-прежнему, год не могут решить проблему",негативная
7326,Что это такое ,мусор
20567,"Здравствуйте уважаемые разработчики, приложение очень понравилось но незвотает одной функции , когда ставишь в избранное видео чтобы можно было зазделить и переименовать папку куда ставишь видео, ну типо , музыка фильмы, смотреть позже, надеюсь скоро установите эту функцию, а так все отлично, особенно функции когда можно слушать при выключенном экране!, Молодцы!, Так держать!, И нравица что рекламы нету!;)",позитивная
14472,"темная тема
",нейтральная
12562,Удобно искать видео ,позитивная
2736,Всё,мусор
1981,Скорость.,мусор
28131,"В апреле вы сломали паузу на tvOS, в июньском обновлении не исправили. Как так-то? И сделайте уже пошаговую перемотку как во ВСЕХ других плеерах, без нее тяжко.",негативная
13600,Все,мусор
4146,Умничка,мусор
9925,Переход между каналами . На ютубе можно сменить а тут надо все заново прописывать! напрягает!,негативная
21246,"Лагает рутуб не могу вывести на экран телевизора, ещё и пропадает соединение с интернетом, приставка и iconbit xds 1000",негативная
3394,Все,мусор
9117,"быстрее устроить модерацию
загрузку сделать больше 10гб
этого очень не хватает",негативная
9941,Всё нравится,позитивная
18440,Отличное приложение!,позитивная
20159,"Почему не переводится в горизонтальный режим, постоянно вертиш телефоном",негативная
28371,В эпизодах нельзя пролистнуть до конечного эпизода. Разработчик исправьте пожалуйста,негативная
24767,"Нет версии для анроида На телик установил ,а он как на компе Полный отстой И контент паршивый к тому же Рутуб для умалешенных",негативная
17058,"Кто мне постоянно звонит через ваше приложение? Удалила вас вообще, вижу что до Ютуба вы так никогда и недотяните.",негативная
9012,Быстро находит запрашиваемое.,позитивная
24909,Дно,негативная
28423,"Не смогла найти художников/аниматоров и вообще каналы, которые мне интересны. Обидно, что даже раздела близкого по смыслу нет, поэтому не нашла для себя причин регистрироваться.",негативная
9851,Понравилось все,позитивная
16141,"1) при загрузке указывать плейлист в котором будет видео.
2) ниже формировать список тегов которые распознал парсер чтоб пользователь был уверен что правильно составлено описание",негативная
